COUNTRY,INDEX_TYPE,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Jamaica,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.95,22.375,23.95833333,26.375,29.95,34.45833333,37.40833333,40.86666667,49.86666667,54.65,61.54166667,66.19166667,70.74166667,77.35,83.75,86.84166667,88.88333333,92.775,96.24166667,100,105.2267778,111.3959948,122.925,130.8833333,137.9666667,
Martinique,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.48333333,79.05,80.76666667,82.43333333,84.09166667,86.14166667,88.23583333,90.38916667,92.88333333,92.55833333,94.05916667,96.465,97.89333333,99.105,99.86083333,100,99.755,100.3166667,,,,,,,,
Sint Maarten (Dutch part),Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.2142463,116.3131463,120.9833333,124.0425758,126.3829549,126.800053,126.9416667,129.7242408,,,,,,,,
"Montserrat, United Kingdom-British Overseas Territory",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.1739455,74.00460371,74.8600224,77.18365062,79.24598731,80.77640911,82.96628095,87.03185268,89.45813114,91.33103148,94.68085106,99.19310688,100.0553689,99.6736941,98.5306533,98.28833333,99.46083333,100.7675,99.68833333,97.8002911,100.3516667,103.3425,102.2166667,105.355,
Curacao,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.85,89.425,89.775,91.24166667,92.5,96.30833333,99.30833333,102.2833333,109.3166667,111.2333333,114.325,116.9916667,120.7166667,122.325,124.1583333,123.5666667,123.5083333,125.4666667,128.7083333,132.0833333,,,,,,
St. Kitts and Nevis,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.70026491,89.71943811,93.73966393,98.70814429,100.7394958,101.5966667,107.525,108.4025,109.6025,109.8741667,107.345,106.6075,107.3483333,106.235,105.8848897,104.6489536,105.9002295,108.7258333,112.5933333,113.8266667,
St. Lucia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.51669871,75.32372588,76.10276433,77.21414485,80.22416356,82.14603033,84.46509798,89.15252888,89.01261639,91.90583271,94.45108013,98.39690234,99.84192492,103.353321,102.3367368,99.18658925,99.29000325,101.2118794,101.7575,99.97083333,102.3808333,108.9108333,113.3441667,113.2191667,
St. Vincent and the Grenadines,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.2950915,76.69219492,76.85016682,79.12496209,82.0790365,84.32855626,90.43069457,99.53366697,99.95324032,100.7,103.9083333,106.6083333,107.4666667,107.675,105.8083333,105.65,107.925,110.4333333,111.4416667,110.7416667,112.4833333,118.85,124.275,128.7833333,
Suriname,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9048889,36.61698955,38.97009959,44.68589972,44.62618298,47.72372303,56.17644369,58.98912138,60.1237394,62.15797365,66.44308443,103.2607842,125.975,,140.6333333,189.7,301.85,460.1583333,697.5416667,810.75,
Trinidad and Tobago,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.69524748,40.83766916,42.53245637,44.15341347,45.79660456,48.94490799,53.02182476,57.20757352,64.08984172,68.56208679,75.79483867,79.66578181,87.04305736,91.56913741,96.77431007,101.2851697,104.3953004,106.3583333,107.4416667,108.5166667,109.1666667,111.4146567,117.9083333,123.3666667,124.0166667,
Cayman Islands,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.6272,98.89955,100.2104,101.40185,103.59275,104.9125,102.44965,101.809075,,,,,,,,,
British Virgin Islands,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.9407917,106.049259,,,,,,,,,
Bahrain,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.10955234,83.7730799,86.08303604,88.92378619,91.27809075,92.96548257,95.55623857,96.88133442,98.90389638,99.8986916,97.58333333,96.99166667,100.5083333,100.5833333,101.5083333,
Cyprus,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.19469549,77.69804877,79.87449159,83.18054903,85.08223693,87.26047946,89.27156067,91.389664,95.6566551,95.96876043,98.30084051,101.5343969,103.9601086,103.5449359,102.1419136,100,98.57083333,99.095,100.5175,100.7691667,100.1258333,102.575,111.1866667,115.1241667,117.1966667,
"Iran, Islamic Rep.",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.392458101,4.832402235,5.670391061,7.111266294,8.074953445,8.889664804,11.22705866,14.28719701,19.51674481,22.75780342,25.59904271,27.45380227,29.66243991,35.00586693,48.97577922,63.95949721,91.71089385,131.5945531,190.2583333,252.0083333,
Iraq,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.5570164,104.1333333,104.325,104.7083333,104.5,105.1,111.45,117.0166667,122.1166667,107.1,
Israel,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001245207,0.00139429,0.001573895,0.001889184,0.002638812,0.003676042,0.004827043,0.006498006,0.009782809,0.017443729,0.040299375,0.087369059,0.19253026,0.473531138,2.240823468,9.185845718,13.58481069,16.17608811,18.82943206,22.66203999,26.55671444,31.63841118,35.43998585,39.31138535,44.13705768,48.52050602,54.05994338,58.90889066,62.14410828,65.36380927,66.03878273,66.79909766,70.65498054,71.15151274,70.87997169,71.81096957,73.29280786,73.62641543,76.97800778,79.56152689,81.70282201,84.55012385,85.96989561,87.31984253,87.73879158,87.21122611,86.73021054,86.9552017,87.64569179,88.39049009,87.847408,89.19166667,93.125,97.04166667,100.0083333,
Jordan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.57121906,67.63441725,77.08377792,76.51407504,80.2215789,83.56075529,87.33371522,91.54723786,94.20163084,93.37562256,92.64875827,95.72830522,100,100.761514,101.0973465,102.4582116,106.7913288,109.0177891,110.7147557,
Kuwait,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.19771151,94.56274272,97.64089806,100.2599168,103.1764043,106.5520284,109.9599861,112.3481334,112.9583333,114.1916667,116.5916667,120.5833333,125.3833333,129.95,133.7166667,
Lebanon,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.20758495,81.16614316,84.39937977,88.59528288,94.42615881,98.9784624,100.8141211,97.0344533,96.27432457,100.4346772,106.5380816,109.7399659,202.870056,516.8238347,1401.65462,4504.1,6541.891867,
Oman,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.39702131,65.21418509,65.3650442,65.77355551,67.02972224,69.40591645,73.45261743,82.54267938,85.40592829,88.18724032,91.75193496,94.45653881,95.45168398,96.41957822,96.48253069,97.55272269,99.10292729,99.98426188,100.475,100.0666667,101.75,104.3,105.2916667,105.9166667,
Qatar,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.86200751,86.83943162,88.85006712,91.71279635,94.78491902,96.50439066,99.08741918,99.4786945,99.7331763,99.06831394,96.55166667,98.77666667,103.7108333,106.8508333,108.205,
Saudi Arabia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.42414917,65.21145583,65.24872417,65.006475,64.13945,63.41788083,62.707,62.862005,63.2468425,63.57288583,63.87754583,65.28861583,68.0097325,74.72245917,78.50134083,82.69285417,87.51072083,90.01901417,93.196645,95.2834725,96.43134667,98.42497583,97.60173917,100.0000075,97.90665833,101.28,104.3825,106.965,109.4541667,111.3016667,
Syrian Arab Republic,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.7302573,152.6570552,208.6856985,292.2264189,324.1583333,448.8333333,662.95,782.78,790.1458333,896.1641667,,,,,,
United Arab Emirates,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.49490803,87.8457969,88.61706832,89.39454715,89.98657943,90.97743818,93.1120133,96.90164066,98.46901316,100.4057269,103.486811,101.4883967,99.37804371,99.55685993,104.8246384,106.5298296,108.3018096,
"Egypt, Arab Rep.",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.63843576,39.22541794,42.01502353,45.99372854,50.6253961,55.87549792,63.59391917,82.35832786,94.21913427,102.8428228,108.0311742,113.663973,129.4583333,173.325,222.325,
West Bank and Gaza,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.09258239,56.05496004,59.16286665,60.81836135,61.562039,65.07693338,67.94229173,69.98339706,72.85779063,75.65723558,77.06426632,84.68592063,87.01811571,90.28056173,92.8781534,95.45931872,97.10541858,98.78824102,100.2025048,99.98295449,100.1954892,100,101.5801833,100.8332317,102.0810239,105.9001035,112.1176064,172.2901681,
Afghanistan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.56646503,58.26857953,63.32662482,80.05667316,74.60388419,76.2291578,85.22738922,90.71706674,97.41722225,101.9704994,101.2957512,105.7364475,110.9978419,111.6928539,114.2644395,120.6654053,126.859406,144.2544976,137.5542964,128.4740819,
Bangladesh,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.09668793,53.57738496,56.90856113,61.19400706,65.47247106,69.52801939,73.36146463,77.54458681,81.84336511,86.42004314,91.33827239,96.40357723,103.8237166,114.0851368,126.025,
Bhutan,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.96439365,66.0067958,69.00887989,71.23088777,74.76043785,76.79688516,78.89069877,83.33174433,89.45397293,94.49843159,98.49509553,101.2148561,
Brunei Darussalam,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.95422209,100.0920705,100.2039397,100.5939385,100.3855997,99.89536917,99.6169675,98.36129,99.36954417,98.98148417,100.9020417,102.6510917,106.4309618,106.8109888,106.3958421,
Myanmar,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.56251053,97.21050011,98.63714511,104.2032775,109.3647776,119.7043117,127.9984143,133.8511885,143.0498821,155.67413,,,,,,
Cambodia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.67658333,82.85141667,83.63166667,87.244,93.01541667,98.42025,106.9915,132.7730833,131.1244167,136.3646667,143.8353333,148.0559167,152.4111667,158.2876667,160.225,165.0624167,169.8700833,174.0473333,177.4283333,182.64525,187.9798333,198.0249167,202.2378333,,
Sri Lanka,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.10480956,70.54491655,75.86605874,81.10722774,83.68562836,86.83921066,90.27707816,97.23214855,99.30809161,102.8120719,109.1390704,116.7949369,174.8666667,203.7916667,202.9166667,
Hong Kong,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.24166667,67.56666667,68.94166667,71.90833333,72.325,73.98333333,77.90833333,81.06666667,84.58333333,88.325,90.96666667,93.15833333,94.55,96.825,99.61666667,99.86666667,101.4333333,103.3416667,105.5083333,107.3333333,
India,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.901090264,1.991870492,2.08265076,2.1197194,2.155653157,2.233951114,2.299766918,2.606906796,2.853904922,3.162179404,3.57522968,3.69097461,3.669414276,3.856270451,3.975041216,4.231117245,4.947903032,6.362940662,6.728709871,6.215043683,6.731356578,6.901191987,7.334288945,8.166442757,9.237271394,9.966160721,11.14895278,12.0764238,12.74744114,13.86025715,15.08011582,16.49515425,17.66206765,19.24657281,21.91611983,24.49955194,26.04961176,28.71915919,31.65566053,34.49743739,36.96892078,41.86021916,43.81501621,45.5717512,47.29404126,49.32633812,51.203629,53.1325986,55.38879131,58.59941554,62.33388677,67.53830944,74.88806665,83.86668896,91.34071498,99.99889854,110.0166667,117.35,123.1083333,129.2,133.5,138.7583333,143.9333333,153.4666667,161.3416667,172.15,181.875,190.8833333,
Indonesia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.810117742,0.935522917,1.05152275,1.096041583,1.167522667,1.529943667,2.14944525,2.561401417,3.069292833,3.408513833,3.685032333,4.283215,5.05571125,5.675840167,6.211947333,6.944941,7.671037,8.033457917,8.501219417,9.290018333,10.03743442,10.68139,11.51658833,12.6013425,13.54940667,14.85989083,16.1277375,17.6470225,19.05406917,20.2404025,32.07112917,38.63860083,40.06383167,44.67121833,49.98714583,53.36493583,56.6010175,62.51763417,70.71286583,75.24313,82.9379925,86.5759975,91.02098583,95.89611333,99.9999875,106.4125,113.2175,120.4216667,124.6675,129.4158333,133.555,137.6025,140.2458,142.4338167,148.4295167,153.877075,,
Timor-Leste,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.75274739,78.03425845,87.2425426,96.91329863,97.6171557,98.15677946,96.84291292,97.38253668,99.95,100.9083333,101.4083333,105.1583333,112.525,122,124.5166667,
"Korea, Dem. People's Rep.",Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222620758,0.339523192,0.465579392,0.783594308,0.963737483,1.1864645,1.145157333,1.181566,1.275684417,1.380235083,1.471583333,1.776078167,2.299361083,2.610883,2.904904583,3.221029083,3.567992583,4.010051333,4.64966825,5.277917583,5.894852667,6.084727583,7.563571917,9.473317583,10.92532333,12.02841667,13.76776,16.290495,20.9654775,25.44195083,27.2714425,28.20429333,28.84564667,29.5549925,30.36774917,31.2938625,33.5301525,35.44142667,38.47991667,42.07116667,44.68516667,46.8305,49.76483333,51.99466667,54.55516667,56.97683333,61.25783333,61.75583333,63.151,65.71908333,67.53441667,69.90816667,72.41833333,74.41258333,76.08116667,78.0095,81.65558333,83.90641667,86.37266667,89.85,91.81508333,93.00991667,94.19558333,94.86091667,95.78266667,97.645,99.08608333,99.46558333,100,102.4983333,107.715,111.59,114.1808333,
Laos,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.22367151,66.29658066,69.38730914,74.68073434,74.78617434,79.26029103,85.25949339,88.88739293,94.55078844,98.45502032,99.71263972,101.3049631,102.1412139,104.2252957,107.6882425,113.1847286,117.4355173,144.394276,189.4888021,233.3186414,
Macau,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.74,57.82583333,56.895,55.76583333,54.295,53.44666667,53.97083333,56.34333333,59.245,62.54583333,67.93166667,68.72583333,70.65666667,74.75916667,79.325,83.68833333,88.75,92.7975,94.99583333,96.1625,99.05166667,101.7775,102.6033333,102.6304764,103.7029936,104.1970186,,
Maldives,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.75984142,19.48648752,21.37747037,22.75767687,24.38845988,25.2786172,28.99803129,33.8859388,40.70628345,42.08463932,44.39460681,47.1653834,50.7371399,50.02466243,51.50224507,50.89721893,51.23954211,53.38067472,52.70773063,51.81938815,52.49318271,53.93066721,57.59513391,64.53042798,67.45377032,71.60209987,79.67410146,88.34638492,91.70852145,93.65274372,94.54544791,95.02054769,97.69772632,97.56742356,97.7821009,96.44270685,96.96653512,99.22890341,102.1337952,103.5634619,
Malaysia,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.53269179,81.67366667,83.1502224,84.05629068,85.2509585,87.78723498,90.95568316,92.79967609,97.84870436,98.41946408,100.0166667,103.1916667,104.9083333,107.1166667,110.4833333,112.8083333,115.1666667,119.625,120.6833333,121.4833333,120.1,123.075,127.2333333,130.4,132.7916667,
Nepal,Consumer price index (CPI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.84304374,50.97409168,56.02451806,62.24033959,68.04518741,74.3237682,81.35465532,88.70924886,96.12902767,103.6933333,112.8083333,116.9,121.6475,128.4216667,134.91,140.5083333,151.2583333,162.02,,
